Scheduler,Input Output data Type,Model Name,Number of Requests,QPS,Request No,Prefill Token Count,Decode Token Count,Prefill Time,Decode Time,Request Execution Time,Request End-to-End time,Scheduling Delay
sarathi,long input short output,qwen_7b,10,8.0,8,3158,1,1.5762502860743552,0.0603567818179726,1.636607067892328,21.50234303367324,19.865735965780917
sarathi,long input short output,qwen_7b,10,8.0,9,6764,480,3.015509346034378,21.702725261915475,24.718234607949853,46.09447820461355,21.3762435966637
sarathi,long input short output,qwen_7b,10,9.0,0,2494,254,1.0622595897875726,14.391000078059731,15.453259667847306,15.749154583085328,0.2958949152380228
sarathi,long input short output,qwen_7b,10,9.0,1,6459,315,2.827542220009491,18.267935439012945,21.09547765902244,22.39416335360147,1.298685694579035
sarathi,long input short output,qwen_7b,10,9.0,2,3982,206,1.804181446088478,11.885497102048248,13.689678548136726,17.72301244456321,4.033333896426484
sarathi,long input short output,qwen_7b,10,9.0,3,4458,81,2.067583393072709,4.668235833989456,6.735819227062166,12.487271184800193,5.751451957738027
sarathi,long input short output,qwen_7b,10,9.0,4,8713,183,4.080479067983106,10.783722996944562,14.864202064927667,22.47655476606451,7.612352701136842
sarathi,long input short output,qwen_7b,10,9.0,5,8829,109,4.264943751972169,6.462792034028098,10.727735786000268,22.233729196479544,11.505993410479276
sarathi,long input short output,qwen_7b,10,9.0,6,4193,66,2.0095593461301178,3.914980493951589,5.924539840081707,21.38890524301678,15.464365402935073
sarathi,long input short output,qwen_7b,10,9.0,7,5619,409,2.771296796156093,19.459448407869782,22.23074520402588,39.63641875423491,17.40567355020903
sarathi,long input short output,qwen_7b,10,9.0,8,3158,1,1.5641137780621648,0.0592608200386166,1.6233745981007814,21.678087481530383,20.0547128834296
sarathi,long input short output,qwen_7b,10,9.0,9,6764,480,3.04235748690553,21.657505598152056,24.699863085057583,46.256963453721255,21.55710036866367
sarathi,long input short output,qwen_7b,10,10.0,0,2494,254,0.9874955790583044,14.18286104593426,15.170356624992564,15.483698383439332,0.3133417584467679
sarathi,long input short output,qwen_7b,10,10.0,1,6459,315,2.8204183881171048,18.06514015700668,20.885558545123786,22.12585983448662,1.240301289362833
sarathi,long input short output,qwen_7b,10,10.0,2,3982,206,1.7869288751389831,11.719597466988487,13.506526342127472,17.463757595047355,3.9572312529198825
sarathi,long input short output,qwen_7b,10,10.0,3,4458,81,1.9823134320322424,4.604131504893303,6.586444936925545,12.250019083498046,5.6635741465725005
sarathi,long input short output,qwen_7b,10,10.0,4,8713,183,4.007138937944546,10.752127459039912,14.759266396984458,22.22757196915336,7.468305572168902
sarathi,long input short output,qwen_7b,10,10.0,5,8829,109,4.227506311843172,6.468986473046243,10.696492784889417,21.999053771374747,11.302560986485332
sarathi,long input short output,qwen_7b,10,10.0,6,4193,66,2.0186751901637763,3.9048715338576585,5.923546724021435,21.17215992929414,15.248613205272704
